"","date","item","count","sales_cat","semester","menu_condition","station","item_cat","station_type","meal_period","ind_carbon_cost","ind_water_cost","ind_dollar_cost","corr_carbon_cost","corr_water_cost","corr_dollar_cost"
"142","6-Nov","Bowl Ramen Chicken",90,"Asian","Fall 2024","Carbon Label","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,34.1717323547769,9414.68781076844,854.1
"143","6-Nov","Bowl Ramen Tofu",17,"Asian","Fall 2024","Carbon Label","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,5.21066013964585,1563.80759908145,161.33
"144","6-Nov","Create Your Pasta Bowl MEAT",136,"Italian","Fall 2024","Carbon Label","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,85.0809875721333,6506.03856324221,1222.64
"145","6-Nov","Create Your Pasta Bowl VEG",30,"Italian","Fall 2024","Carbon Label","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,4.20883669609662,316.564581642086,254.7
"146","7-Nov","Grilled Hamburger",98,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,380.35879311229,8710.17735315584,881.02
"147","7-Nov","Grilled Chicken Breast Sandwich",19,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,5.7295211663607,1319.94232836371,161.31
"148","7-Nov","Seared Salmon Burger",14,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,6.27096503485236,625.761110467653,118.86
"149","7-Nov","Trillium Grill Impossible Burger",7,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.47637761669378,162.775154626744,73.43
"150","7-Nov","Black Bean Burger",4,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.443778849313767,219.955291120699,34.76
"151","7-Nov","Bowl Ramen Chicken",82,"Asian","Fall 2024","Carbon Label","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,31.1342450343523,8577.82667203346,778.18
"152","7-Nov","Bowl Ramen Tofu",14,"Asian","Fall 2024","Carbon Label","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,4.29113187970835,1287.84155218472,132.86
"153","7-Nov","Bowl Ramen Chicken",1,"Asian","Fall 2024","Carbon Label","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,0.379685915053077,104.607642341871,9.49
"154","7-Nov","Create Your Pasta Bowl MEAT",132,"Italian","Fall 2024","Carbon Label","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,82.5786055847176,6314.68448785273,1186.68
"155","7-Nov","Create Your Pasta Bowl VEG",28,"Italian","Fall 2024","Carbon Label","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,3.92824758302351,295.46027619928,237.72
"156","8-Nov","Grilled Hamburger",80,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,310.496973969217,7110.34885971905,719.2
"157","8-Nov","Grilled Chicken Breast Sandwich",12,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,3.61864494717518,833.647786334976,101.88
"158","8-Nov","Trillium Grill Impossible Burger",7,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.47637761669378,162.775154626744,73.43
"159","8-Nov","Seared Salmon Burger",7,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,3.13548251742618,312.880555233827,59.43
"160","8-Nov","Black Bean Burger",1,"Grill","Fall 2024","Carbon Label","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.110944712328442,54.9888227801748,8.69
"161","8-Nov","Bowl Ramen Chicken",59,"Asian","Fall 2024","Carbon Label","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,22.4014689881315,6171.85089817042,559.91
"162","8-Nov","Bowl Ramen Tofu",14,"Asian","Fall 2024","Carbon Label","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,4.29113187970835,1287.84155218472,132.86
"163","8-Nov","Create Your Pasta Bowl MEAT",92,"Italian","Fall 2024","Carbon Label","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,57.5547857105608,4401.14373395797,827.08
"164","8-Nov","Create Your Pasta Bowl VEG",16,"Italian","Fall 2024","Carbon Label","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,2.24471290458486,168.834443542446,135.84
"165","11-Nov","Grilled Hamburger",81,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,314.378186143832,7199.22822046554,728.19
"166","11-Nov","Grilled Chicken Breast Sandwich",16,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,4.8248599295669,1111.53038177997,135.84
"167","11-Nov","Trillium Grill Impossible Burger",8,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.68728870479289,186.02874814485,83.92
"168","11-Nov","Seared Salmon Burger",4,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,1.7917042956721,178.788888705044,33.96
"169","11-Nov","Black Bean Burger",3,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.332834136985325,164.966468340524,26.07
"170","11-Nov","Bowl Ramen Chicken",69,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,26.1983281386623,7217.92732158913,654.81
"171","11-Nov","Bowl Ramen Tofu",12,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,3.67811303975002,1103.8641875869,113.88
"172","11-Nov","Create Your Pasta Bowl MEAT",119,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,74.4458641256166,5692.78374283693,1069.81
"173","11-Nov","Create Your Pasta Bowl VEG",25,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,3.50736391341385,263.803818035071,212.25
"174","12-Nov","Grilled Hamburger",89,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,345.427883540753,7910.26310643745,800.11
"175","12-Nov","Grilled Chicken Breast Sandwich",27,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,8.14195113114415,1875.7075192537,229.23
"176","12-Nov","Trillium Grill Impossible Burger",8,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.68728870479289,186.02874814485,83.92
"177","12-Nov","Seared Salmon Burger",7,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,3.13548251742618,312.880555233827,59.43
"178","12-Nov","Black Bean Burger",3,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.332834136985325,164.966468340524,26.07
"179","12-Nov","Bowl Ramen Chicken",75,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,28.4764436289808,7845.57317564036,711.75
"180","12-Nov","Bowl Ramen Tofu",19,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,5.82367897960419,1747.78496367926,180.31
"181","12-Nov","Bowl Ramen Chicken",1,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,0.379685915053077,104.607642341871,9.49
"182","12-Nov","Create Your Pasta Bowl MEAT",112,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,70.0666956476392,5357.91411090535,1006.88
"183","12-Nov","Create Your Pasta Bowl VEG",20,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,2.80589113073108,211.043054428057,169.8
"184","13-Nov","Grilled Hamburger",107,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,415.289702683827,9510.09159987423,961.93
"185","13-Nov","Grilled Chicken Breast Sandwich",15,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,4.52330618396897,1042.05973291872,127.35
"186","13-Nov","Seared Salmon Burger",9,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,4.03133466526223,402.274999586349,76.41
"187","13-Nov","Trillium Grill Impossible Burger",6,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.26546652859467,139.521561108638,62.94
"188","13-Nov","Black Bean Burger",2,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.221889424656883,109.97764556035,17.38
"189","13-Nov","Bowl Ramen Chicken",74,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,28.0967577139277,7740.96553329849,702.26
"190","13-Nov","Bowl Ramen Tofu",17,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,5.21066013964585,1563.80759908145,161.33
"191","13-Nov","Create Your Pasta Bowl MEAT",113,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,70.6922911444931,5405.75262975272,1015.87
"192","13-Nov","Create Your Pasta Bowl VEG",26,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,3.6476584699504,274.355970756474,220.74
"193","14-Nov","Grilled Hamburger",99,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,384.240005286906,8799.05671390233,890.01
"194","14-Nov","Grilled Chicken Breast Sandwich",20,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,6.03107491195863,1389.41297722496,169.8
"195","14-Nov","Trillium Grill Impossible Burger",15,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,3.16366632148668,348.803902771595,157.35
"196","14-Nov","Seared Salmon Burger",8,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,3.5834085913442,357.577777410088,67.92
"197","14-Nov","Black Bean Burger",3,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.332834136985325,164.966468340524,26.07
"198","14-Nov","Bowl Ramen Chicken",78,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,29.61550137414,8159.39610266598,740.22
"199","14-Nov","Bowl Ramen Tofu",21,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,6.43669781956253,1931.76232827708,199.29
"200","14-Nov","Create Your Pasta Bowl MEAT",103,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,64.4363361759539,4927.36744127903,925.97
"201","14-Nov","Create Your Pasta Bowl VEG",31,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,4.34913125263317,327.116734363488,263.19
"202","15-Nov","Grilled Hamburger",72,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,279.447276572295,6399.31397374715,647.28
"203","15-Nov","Trillium Grill Impossible Burger",7,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.47637761669378,162.775154626744,73.43
"204","15-Nov","Grilled Chicken Breast Sandwich",7,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,2.11087621918552,486.294542028736,59.43
"205","15-Nov","Black Bean Burger",4,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.443778849313767,219.955291120699,34.76
"206","15-Nov","Seared Salmon Burger",4,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,1.7917042956721,178.788888705044,33.96
"207","15-Nov","Bowl Ramen Chicken",59,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,22.4014689881315,6171.85089817042,559.91
"208","15-Nov","Bowl Ramen Tofu",17,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,5.21066013964585,1563.80759908145,161.33
"209","15-Nov","Create Your Pasta Bowl MEAT",79,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,49.4220442514598,3779.24298894217,710.21
"210","15-Nov","Create Your Pasta Bowl VEG",15,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,2.10441834804831,158.282290821043,127.35
"211","18-Nov","Grilled Hamburger",82,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,318.259398318447,7288.10758121203,737.18
"212","18-Nov","Grilled Chicken Breast Sandwich",15,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,4.52330618396897,1042.05973291872,127.35
"213","18-Nov","Trillium Grill Impossible Burger",12,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,2.53093305718934,279.043122217276,125.88
"214","18-Nov","Seared Salmon Burger",14,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,6.27096503485236,625.761110467653,118.86
"215","18-Nov","Black Bean Burger",7,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.776612986299092,384.921759461223,60.83
"216","18-Nov","Bowl Ramen Chicken",66,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,25.0592703935031,6904.10439456352,626.34
"217","18-Nov","Bowl Ramen Tofu",11,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,3.37160361977085,1011.87550528799,104.39
"218","18-Nov","Create Your Pasta Bowl MEAT",116,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,72.5690776350549,5549.26818629483,1042.84
"219","18-Nov","Create Your Pasta Bowl VEG",30,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,4.20883669609662,316.564581642086,254.7
"220","19-Nov","Grilled Hamburger",122,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,473.507885303055,10843.2820110716,1096.78
"221","19-Nov","Grilled Chicken Breast Sandwich",26,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,7.84039738554622,1806.23687039245,220.74
"222","19-Nov","Trillium Grill Impossible Burger",10,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,2.10911088099112,232.535935181063,104.9
"223","19-Nov","Seared Salmon Burger",6,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,2.68755644350815,268.183333057566,50.94
"224","19-Nov","Black Bean Burger",3,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.332834136985325,164.966468340524,26.07
"225","19-Nov","Bowl Ramen Chicken",70,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,26.5780140537154,7322.534963931,664.3
"226","19-Nov","Bowl Ramen Tofu",28,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,8.5822637594167,2575.68310436944,265.72
"227","19-Nov","Create Your Pasta Bowl MEAT",115,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,71.943482138201,5501.42966744746,1033.85
"228","19-Nov","Create Your Pasta Bowl VEG",28,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,3.92824758302351,295.46027619928,237.72
"229","20-Nov","Grilled Hamburger",92,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,357.071520064599,8176.90118867691,827.08
"230","20-Nov","Seared Salmon Burger",14,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,6.27096503485236,625.761110467653,118.86
"231","20-Nov","Grilled Chicken Breast Sandwich",13,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,3.92019869277311,903.118435196224,110.37
"232","20-Nov","Trillium Grill Impossible Burger",7,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.47637761669378,162.775154626744,73.43
"233","20-Nov","Black Bean Burger",3,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.332834136985325,164.966468340524,26.07
"234","20-Nov","Bowl Ramen Chicken",80,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,30.3748732042462,8368.61138734972,759.2
"235","20-Nov","Bowl Ramen Tofu",19,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,5.82367897960419,1747.78496367926,180.31
"236","20-Nov","Create Your Pasta Bowl MEAT",143,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,89.4601560501108,6840.9081951738,1285.57
"237","20-Nov","Create Your Pasta Bowl VEG",32,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,4.48942580916973,337.668887084891,271.68
"238","21-Nov","Grilled Hamburger",109,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,423.052127033058,9687.85032136721,979.91
"239","21-Nov","Grilled Chicken Breast Sandwich",13,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,3.92019869277311,903.118435196224,110.37
"240","21-Nov","Trillium Grill Impossible Burger",9,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.89819979289201,209.282341662957,94.41
"241","21-Nov","Seared Salmon Burger",9,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,4.03133466526223,402.274999586349,76.41
"242","21-Nov","Black Bean Burger",4,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.443778849313767,219.955291120699,34.76
"243","21-Nov","Bowl Ramen Chicken",77,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,29.2358154590869,8054.7884603241,730.73
"244","21-Nov","Bowl Ramen Tofu",20,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,6.13018839958336,1839.77364597817,189.8
"245","21-Nov","Create Your Pasta Bowl MEAT",131,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,81.9530100878637,6266.84596900536,1177.69
"246","21-Nov","Create Your Pasta Bowl VEG",24,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,3.3670693568773,253.251665313668,203.76
"247","22-Nov","Grilled Hamburger",51,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,197.941820905376,4532.8473980709,458.49
"248","22-Nov","Grilled Chicken Breast Sandwich",15,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,4.52330618396897,1042.05973291872,127.35
"249","22-Nov","Trillium Grill Impossible Burger",8,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.68728870479289,186.02874814485,83.92
"250","22-Nov","Black Bean Burger",1,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.110944712328442,54.9888227801748,8.69
"251","22-Nov","Seared Salmon Burger",1,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,0.447926073918026,44.697222176261,8.49
"252","22-Nov","Bowl Ramen Chicken",49,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,18.6046098376008,5125.7744747517,465.01
"253","22-Nov","Bowl Ramen Tofu",8,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,2.45207535983334,735.909458391268,75.92
"254","22-Nov","Create Your Pasta Bowl MEAT",70,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,43.7916847797745,3348.69631931584,629.3
"255","22-Nov","Create Your Pasta Bowl VEG",9,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,1.26265100882899,94.9693744926257,76.41
"256","25-Nov","Grilled Hamburger",67,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,260.041215699219,5954.91717001471,602.33
"257","25-Nov","Grilled Chicken Breast Sandwich",14,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,4.22175243837104,972.589084057471,118.86
"258","25-Nov","Seared Salmon Burger",9,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,4.03133466526223,402.274999586349,76.41
"259","25-Nov","Trillium Grill Impossible Burger",6,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,1.26546652859467,139.521561108638,62.94
"260","25-Nov","Black Bean Burger",2,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.221889424656883,109.97764556035,17.38
"261","25-Nov","Bowl Ramen Chicken",56,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,21.2624112429723,5858.0279711448,531.44
"262","25-Nov","Bowl Ramen Tofu",10,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,3.06509419979168,919.886822989085,94.9
"263","25-Nov","Create Your Pasta Bowl MEAT",55,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,34.4077523269657,2631.11853660531,494.45
"264","25-Nov","Create Your Pasta Bowl VEG",20,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,2.80589113073108,211.043054428057,169.8
"265","26-Nov","Grilled Hamburger",52,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,201.823033079991,4621.72675881738,467.48
"266","26-Nov","Seared Salmon Burger",12,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,5.37511288701631,536.366666115131,101.88
"267","26-Nov","Trillium Grill Impossible Burger",4,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.210911088099112,23.2535935181063,10.49,0.843644352396447,93.0143740724252,41.96
"268","26-Nov","Grilled Chicken Breast Sandwich",4,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,1.20621498239173,277.882595444992,33.96
"269","26-Nov","Black Bean Burger",3,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.332834136985325,164.966468340524,26.07
"270","26-Nov","Bowl Ramen Chicken",45,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,17.0858661773885,4707.34390538422,427.05
"271","26-Nov","Bowl Ramen Tofu",6,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,1.83905651987501,551.932093793451,56.94
"272","26-Nov","Create Your Pasta Bowl MEAT",29,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,18.1422694087637,1387.31704657371,260.71
"273","26-Nov","Create Your Pasta Bowl VEG",6,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,0.841767339219324,63.3129163284171,50.94
"274","2-Dec","Grilled Hamburger",97,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,376.477580937675,8621.29799240935,872.03
"275","2-Dec","Seared Salmon Burger",9,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.447926073918026,44.697222176261,8.49,4.03133466526223,402.274999586349,76.41
"276","2-Dec","Black Bean Burger",6,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.110944712328442,54.9888227801748,8.69,0.66566827397065,329.932936681049,52.14
"277","2-Dec","Grilled Chicken Breast Sandwich",6,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",0.301553745597932,69.470648861248,8.49,1.80932247358759,416.823893167488,50.94
"278","2-Dec","Bowl Ramen Chicken",89,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,33.7920464397238,9310.08016842656,844.61
"279","2-Dec","Bowl Ramen Tofu",19,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch",0.306509419979168,91.9886822989085,9.49,5.82367897960419,1747.78496367926,180.31
"280","2-Dec","Bowl Ramen Chicken",5,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch",0.379685915053077,104.607642341871,9.49,1.89842957526538,523.038211709357,47.45
"281","2-Dec","Create Your Pasta Bowl MEAT",128,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch",0.625595496853921,47.8385188473692,8.99,80.0762235973019,6123.33041246326,1150.72
"282","2-Dec","Create Your Pasta Bowl VEG",24,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch",0.140294556536554,10.5521527214029,8.49,3.3670693568773,253.251665313668,203.76
"283","3-Dec","Grilled Hamburger",97,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch",3.88121217461521,88.8793607464882,8.99,376.477580937675,8621.29799240935,872.03
