"","date","item","count","sales_cat","semester","menu_condition","station","item_cat","station_type","meal_period"
"1225","19-Nov","Add Egg .99",5,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1226","19-Nov","ADD Burger Salmon Grilled",1,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1227","19-Nov","ADD Cheese",5,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1228","19-Nov","1 Entree + 1 Side",185,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1229","19-Nov","1 Entree + 2 Side",92,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1230","19-Nov","Bowl Ramen Chicken",70,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1231","19-Nov","2 Entrees + 2 Sides",33,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1232","19-Nov","Bowl Ramen Tofu",28,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1233","19-Nov","Side Vegetarian Lo Mein",16,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1234","19-Nov","1 Wok Entree",7,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1235","19-Nov","Side White or Brown Rice",12,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1236","19-Nov","Side Vegetable Spring Rolls",2,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1237","19-Nov","Side Vegetarian Fried Rice with",2,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1238","19-Nov","Create Your Pasta Bowl MEAT",115,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1239","19-Nov","Create Your Pasta Bowl VEG",28,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1240","19-Nov","Pizza with Toppings",38,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1241","19-Nov","Pizza Cheese",22,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1242","19-Nov","Add Extra Meat",18,"Italian","Fall 2024","Default","Pasta","Modification","Satellite","Lunch"
"1243","19-Nov","Burrito Breakfast",95,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1244","19-Nov","Small French Omelet",47,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1245","19-Nov","Egg Cheese Sausage Breakfast San",30,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1246","19-Nov","Egg Cheese Bacon Breakfast Sandw",23,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1247","19-Nov","Grand Slam Breakfast",12,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1248","19-Nov","Add Bacon",28,"Breakfast","Fall 2024","Default","Breakfast","Modification","Satellite","Breakfast"
"1249","19-Nov","Two Eggs",14,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1250","19-Nov","Pancake Single",8,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1251","19-Nov","Trillium Home Fries",2,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1252","19-Nov","2 Slices Toast",3,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1253","19-Nov","Burrito Bowl BYO",110,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1254","19-Nov","Single Taco",11,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1255","19-Nov","Side Guacamole",3,"Mexican","Fall 2024","Default","Wrap","Side","Satellite","Lunch"
"1256","19-Nov","Add Extra Toppings Una Mano",3,"Mexican","Fall 2024","Default","Wrap","Modification","Satellite","Lunch"
"1257","19-Nov","Salad by the Pound",75,"Salad Bar","Fall 2024","Default","Salad Bar","Main","Satellite","Lunch"
"1258","19-Nov","Add Extra Protein 2.99",1,"Salad Bar","Fall 2024","Default","Salad Bar","Modification","Satellite","Lunch"
"1259","19-Nov","Soup 12 oz",52,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1260","19-Nov","8 oz Soup",55,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1261","19-Nov","Side Potato Tots",21,"Grab N Go","Fall 2024","Default","Grab N Go","Side","Satellite","Lunch"
"1262","20-Nov","Quesadilla Deluxe Trillium",162,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1263","20-Nov","Grilled Hamburger",92,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1264","20-Nov","Fried Chicken Tenders",93,"Grab N Go","Fall 2024","Default","Grab N Go","Side","Satellite","Lunch"
"1265","20-Nov","Burrito Una Mano Trillium BYO",72,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1266","20-Nov","French Fries",124,"Grill","Fall 2024","Default","Grill","Side","Treatment","Lunch"
"1267","20-Nov","Seared Salmon Burger",14,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1268","20-Nov","Grilled Chicken Breast Sandwich",13,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1269","20-Nov","Quesadilla Cheese",12,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1270","20-Nov","Trillium Grill Impossible Burger",7,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1271","20-Nov","Sweet Potato Fries",24,"Grill","Fall 2024","Default","Grill","Side","Treatment","Lunch"
"1272","20-Nov","ADD Chicken Breast",9,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1273","20-Nov","Black Bean Burger",3,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1274","20-Nov","+ Beef Patty",5,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1275","20-Nov","ADD Cheese",6,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1276","20-Nov","Add Sausage 2 Patty",1,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1277","20-Nov","Add Egg .99",2,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1278","20-Nov","1 Entree + 1 Side",176,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1279","20-Nov","1 Entree + 2 Side",97,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1280","20-Nov","Bowl Ramen Chicken",80,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1281","20-Nov","2 Entrees + 2 Sides",21,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1282","20-Nov","Bowl Ramen Tofu",19,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1283","20-Nov","Side Vegetarian Lo Mein",13,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1284","20-Nov","Side White or Brown Rice",7,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1285","20-Nov","1 Wok Entree",2,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1286","20-Nov","Side Vegetables",2,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1287","20-Nov","Side Vegetable Spring Rolls",1,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1288","20-Nov","Side Vegetarian Fried Rice with",1,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1289","20-Nov","Create Your Pasta Bowl MEAT",143,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1290","20-Nov","Create Your Pasta Bowl VEG",32,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1291","20-Nov","Add Extra Meat",20,"Italian","Fall 2024","Default","Pasta","Modification","Satellite","Lunch"
"1292","20-Nov","Pizza Cheese",10,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1293","20-Nov","Pizza with Toppings",8,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1294","20-Nov","Side Bread Pasta Station",2,"Italian","Fall 2024","Default","Pasta","Side","Satellite","Lunch"
"1295","20-Nov","Burrito Breakfast",91,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1296","20-Nov","Small French Omelet",55,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1297","20-Nov","Grand Slam Breakfast",16,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1298","20-Nov","Egg Cheese Sausage Breakfast San",24,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1299","20-Nov","Egg Cheese Bacon Breakfast Sandw",20,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1300","20-Nov","Add Bacon",22,"Breakfast","Fall 2024","Default","Breakfast","Modification","Satellite","Breakfast"
"1301","20-Nov","Two Eggs",7,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1302","20-Nov","Pancake Single",4,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1303","20-Nov","Trillium Home Fries",1,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1304","20-Nov","2 Slices Toast",1,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1305","20-Nov","Toast",1,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1306","20-Nov","PC Peanut Butter",1,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1307","20-Nov","Burrito Bowl BYO",88,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1308","20-Nov","Single Taco",5,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1309","20-Nov","Add Extra Toppings Una Mano",2,"Mexican","Fall 2024","Default","Wrap","Modification","Satellite","Lunch"
"1310","20-Nov","Salad by the Pound",71,"Salad Bar","Fall 2024","Default","Salad Bar","Main","Satellite","Lunch"
"1311","20-Nov","Soup 12 oz",56,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1312","20-Nov","8 oz Soup",35,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1313","20-Nov","Side Potato Tots",11,"Grab N Go","Fall 2024","Default","Grab N Go","Side","Satellite","Lunch"
"1314","21-Nov","Quesadilla Deluxe Trillium",197,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1315","21-Nov","Grilled Hamburger",109,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1316","21-Nov","Fried Chicken Tenders",93,"Grab N Go","Fall 2024","Default","Grab N Go","Side","Satellite","Lunch"
"1317","21-Nov","Burrito Una Mano Trillium BYO",66,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1318","21-Nov","French Fries",113,"Grill","Fall 2024","Default","Grill","Side","Treatment","Lunch"
"1319","21-Nov","Grilled Chicken Breast Sandwich",13,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1320","21-Nov","Sweet Potato Fries",32,"Grill","Fall 2024","Default","Grill","Side","Treatment","Lunch"
"1321","21-Nov","Trillium Grill Impossible Burger",9,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1322","21-Nov","Quesadilla Cheese",11,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1323","21-Nov","Seared Salmon Burger",9,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1324","21-Nov","Black Bean Burger",4,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1325","21-Nov","+ Beef Patty",6,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1326","21-Nov","ADD Chicken Breast",5,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1327","21-Nov","Add Sausage 2 Patty",4,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1328","21-Nov","ADD Burger Salmon Grilled",1,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1329","21-Nov","ADD Cheese",6,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1330","21-Nov","Add Egg .99",3,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1331","21-Nov","1 Entree + 1 Side",209,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1332","21-Nov","1 Entree + 2 Side",85,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1333","21-Nov","Bowl Ramen Chicken",77,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1334","21-Nov","2 Entrees + 2 Sides",25,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1335","21-Nov","Bowl Ramen Tofu",20,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1336","21-Nov","Side Vegetarian Lo Mein",12,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1337","21-Nov","1 Wok Entree",3,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1338","21-Nov","Side White or Brown Rice",5,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1339","21-Nov","Side Vegetarian Fried Rice with",2,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1340","21-Nov","Create Your Pasta Bowl MEAT",131,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1341","21-Nov","Pizza with Toppings",38,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1342","21-Nov","Create Your Pasta Bowl VEG",24,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1343","21-Nov","Pizza Cheese",22,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1344","21-Nov","Add Extra Meat",15,"Italian","Fall 2024","Default","Pasta","Modification","Satellite","Lunch"
"1345","21-Nov","Burrito Breakfast",75,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1346","21-Nov","Small French Omelet",40,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1347","21-Nov","Grand Slam Breakfast",14,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1348","21-Nov","Egg Cheese Bacon Breakfast Sandw",23,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1349","21-Nov","Egg Cheese Sausage Breakfast San",21,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1350","21-Nov","Add Bacon",33,"Breakfast","Fall 2024","Default","Breakfast","Modification","Satellite","Breakfast"
"1351","21-Nov","Two Eggs",23,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1352","21-Nov","Trillium Home Fries",4,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1353","21-Nov","Pancake Single",2,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1354","21-Nov","2 Slices Toast",5,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1355","21-Nov","Toast",2,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1356","21-Nov","Burrito Bowl BYO",92,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1357","21-Nov","Single Taco",4,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1358","21-Nov","Side Guacamole",2,"Mexican","Fall 2024","Default","Wrap","Side","Satellite","Lunch"
"1359","21-Nov","Add Extra Toppings Una Mano",1,"Mexican","Fall 2024","Default","Wrap","Modification","Satellite","Lunch"
"1360","21-Nov","Soup 12 oz",45,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1361","21-Nov","8 oz Soup",36,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1362","21-Nov","Salad by the Pound",39,"Salad Bar","Fall 2024","Default","Salad Bar","Main","Satellite","Lunch"
"1363","21-Nov","Add Extra Protein 2.99",1,"Salad Bar","Fall 2024","Default","Salad Bar","Modification","Satellite","Lunch"
"1364","21-Nov","Side Potato Tots",35,"Grab N Go","Fall 2024","Default","Grab N Go","Side","Satellite","Lunch"
"1365","22-Nov","Quesadilla Deluxe Trillium",103,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1366","22-Nov","Grilled Hamburger",51,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1367","22-Nov","Fried Chicken Tenders",48,"Grab N Go","Fall 2024","Default","Grab N Go","Side","Satellite","Lunch"
"1368","22-Nov","Burrito Una Mano Trillium BYO",36,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1369","22-Nov","French Fries",81,"Grill","Fall 2024","Default","Grill","Side","Treatment","Lunch"
"1370","22-Nov","Grilled Chicken Breast Sandwich",15,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1371","22-Nov","Trillium Grill Impossible Burger",8,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1372","22-Nov","Quesadilla Cheese",5,"Grill","Fall 2024","Default","Quesadilla","Main","Satellite","Lunch"
"1373","22-Nov","Sweet Potato Fries",13,"Grill","Fall 2024","Default","Grill","Side","Treatment","Lunch"
"1374","22-Nov","+ Beef Patty",7,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1375","22-Nov","Add Sausage 2 Patty",5,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1376","22-Nov","Black Bean Burger",1,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1377","22-Nov","Seared Salmon Burger",1,"Grill","Fall 2024","Default","Grill","Main","Treatment","Lunch"
"1378","22-Nov","ADD Cheese",6,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1379","22-Nov","Add Egg .99",2,"Grill","Fall 2024","Default","Grill","Modification","Treatment","Lunch"
"1380","22-Nov","1 Entree + 1 Side",90,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1381","22-Nov","1 Entree + 2 Side",45,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1382","22-Nov","Bowl Ramen Chicken",49,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1383","22-Nov","2 Entrees + 2 Sides",10,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1384","22-Nov","Bowl Ramen Tofu",8,"Asian","Fall 2024","Default","Ramen","Main","Treatment","Lunch"
"1385","22-Nov","Side Vegetarian Lo Mein",11,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1386","22-Nov","Side White or Brown Rice",10,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1387","22-Nov","1 Wok Entree",2,"Asian","Fall 2024","Default","Wok","Main","Satellite","Lunch"
"1388","22-Nov","Side Vegetable Spring Rolls",3,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1389","22-Nov","Side Vegetables",2,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1390","22-Nov","Side Vegetarian Fried Rice with",1,"Asian","Fall 2024","Default","Wok","Side","Satellite","Lunch"
"1391","22-Nov","Burrito Breakfast",66,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1392","22-Nov","Small French Omelet",27,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1393","22-Nov","Egg Cheese Bacon Breakfast Sandw",25,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1394","22-Nov","Grand Slam Breakfast",13,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1395","22-Nov","Egg Cheese Sausage Breakfast San",22,"Breakfast","Fall 2024","Default","Breakfast","Main","Satellite","Breakfast"
"1396","22-Nov","Two Eggs",15,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1397","22-Nov","Add Bacon",14,"Breakfast","Fall 2024","Default","Breakfast","Modification","Satellite","Breakfast"
"1398","22-Nov","Pancake Single",5,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1399","22-Nov","2 Slices Toast",5,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1400","22-Nov","Trillium Home Fries",1,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1401","22-Nov","PC Jelly",2,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1402","22-Nov","PC Peanut Butter",1,"Breakfast","Fall 2024","Default","Breakfast","Side","Satellite","Breakfast"
"1403","22-Nov","Create Your Pasta Bowl MEAT",70,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1404","22-Nov","Pizza with Toppings",21,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1405","22-Nov","Pizza Cheese",18,"Italian","Fall 2024","Default","Pizza","Main","Satellite","Lunch"
"1406","22-Nov","Create Your Pasta Bowl VEG",9,"Italian","Fall 2024","Default","Pasta","Main","Satellite","Lunch"
"1407","22-Nov","Add Extra Meat",11,"Italian","Fall 2024","Default","Pasta","Modification","Satellite","Lunch"
"1408","22-Nov","Burrito Bowl BYO",51,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1409","22-Nov","Single Taco",6,"Mexican","Fall 2024","Default","Wrap","Main","Satellite","Lunch"
"1410","22-Nov","Soup 12 oz",41,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1411","22-Nov","8 oz Soup",32,"Soup","Fall 2024","Default","Soup","Main","Satellite","Lunch"
"1412","22-Nov","Salad by the Pound",30,"Salad Bar","Fall 2024","Default","Salad Bar","Main","Satellite","Lunch"
"1413","22-Nov","Side Potato Tots",19,"Grab N Go","Fall 2024","Default","Grab N Go","Side","Satellite","Lunch"
"1414","25-Nov","Quesadilla Deluxe Trillium",120,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1415","25-Nov","Grilled Hamburger",67,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1416","25-Nov","Burrito Una Mano Trillium BYO",45,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1417","25-Nov","Fried Chicken Tenders",45,"Grab N Go","Fall 2024","Multimodal","Grab N Go","Side","Satellite","Lunch"
"1418","25-Nov","French Fries",77,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1419","25-Nov","Grilled Chicken Breast Sandwich",14,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1420","25-Nov","Quesadilla Cheese",12,"Grill","Fall 2024","Multimodal","Quesadilla","Main","Satellite","Lunch"
"1421","25-Nov","Seared Salmon Burger",9,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1422","25-Nov","Sweet Potato Fries",22,"Grill","Fall 2024","Multimodal","Grill","Side","Treatment","Lunch"
"1423","25-Nov","Trillium Grill Impossible Burger",6,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1424","25-Nov","+ Beef Patty",9,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1425","25-Nov","ADD Chicken Breast",7,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1426","25-Nov","Black Bean Burger",2,"Grill","Fall 2024","Multimodal","Grill","Main","Treatment","Lunch"
"1427","25-Nov","ADD Burger Salmon Grilled",2,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1428","25-Nov","Add Sausage 2 Patty",2,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1429","25-Nov","ADD Cheese",5,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1430","25-Nov","Add Egg .99",3,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1431","25-Nov","Add Impossible Burger Patty",0,"Grill","Fall 2024","Multimodal","Grill","Modification","Treatment","Lunch"
"1432","25-Nov","1 Entree + 1 Side",104,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1433","25-Nov","Bowl Ramen Chicken",56,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1434","25-Nov","1 Entree + 2 Side",47,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1435","25-Nov","2 Entrees + 2 Sides",10,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1436","25-Nov","Bowl Ramen Tofu",10,"Asian","Fall 2024","Multimodal","Ramen","Main","Treatment","Lunch"
"1437","25-Nov","Side Vegetarian Lo Mein",8,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1438","25-Nov","Side White or Brown Rice",6,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1439","25-Nov","Side Vegetables",3,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1440","25-Nov","1 Wok Entree",1,"Asian","Fall 2024","Multimodal","Wok","Main","Satellite","Lunch"
"1441","25-Nov","Side Vegetarian Fried Rice with",1,"Asian","Fall 2024","Multimodal","Wok","Side","Satellite","Lunch"
"1442","25-Nov","Create Your Pasta Bowl MEAT",55,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1443","25-Nov","Create Your Pasta Bowl VEG",20,"Italian","Fall 2024","Multimodal","Pasta","Main","Satellite","Lunch"
"1444","25-Nov","Pizza with Toppings",23,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1445","25-Nov","Pizza Cheese",11,"Italian","Fall 2024","Multimodal","Pizza","Main","Satellite","Lunch"
"1446","25-Nov","Add Extra Meat",10,"Italian","Fall 2024","Multimodal","Pasta","Modification","Satellite","Lunch"
"1447","25-Nov","Burrito Breakfast",31,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1448","25-Nov","Small French Omelet",27,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1449","25-Nov","Egg Cheese Sausage Breakfast San",17,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1450","25-Nov","Grand Slam Breakfast",9,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1451","25-Nov","Egg Cheese Bacon Breakfast Sandw",10,"Breakfast","Fall 2024","Multimodal","Breakfast","Main","Satellite","Breakfast"
"1452","25-Nov","Add Bacon",17,"Breakfast","Fall 2024","Multimodal","Breakfast","Modification","Satellite","Breakfast"
"1453","25-Nov","Two Eggs",4,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1454","25-Nov","Pancake Single",3,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1455","25-Nov","Trillium Home Fries",1,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1456","25-Nov","2 Slices Toast",3,"Breakfast","Fall 2024","Multimodal","Breakfast","Side","Satellite","Breakfast"
"1457","25-Nov","Burrito Bowl BYO",43,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1458","25-Nov","Single Taco",6,"Mexican","Fall 2024","Multimodal","Wrap","Main","Satellite","Lunch"
"1459","25-Nov","Add Extra Toppings Una Mano",1,"Mexican","Fall 2024","Multimodal","Wrap","Modification","Satellite","Lunch"
"1460","25-Nov","Salad by the Pound",46,"Salad Bar","Fall 2024","Multimodal","Salad Bar","Main","Satellite","Lunch"
