"","Eatery.Name","Hour","X15.Minutes","Business.Date","Transactions"
"1388","Trillium",7,"45-59","09/12/2023",1
"1389","Trillium",8,"00-14","09/12/2023",5
"1390","Trillium",8,"00-14","09/12/2023",3
"1391","Trillium",8,"00-14","09/12/2023",24
"1392","Trillium",8,"15-29","09/12/2023",5
"1393","Trillium",8,"15-29","09/12/2023",1
"1394","Trillium",8,"15-29","09/12/2023",1
"1395","Trillium",8,"15-29","09/12/2023",35
"1396","Trillium",8,"30-44","09/12/2023",4
"1397","Trillium",8,"30-44","09/12/2023",1
"1398","Trillium",8,"30-44","09/12/2023",14
"1399","Trillium",8,"45-59","09/12/2023",12
"1400","Trillium",8,"45-59","09/12/2023",1
"1401","Trillium",8,"45-59","09/12/2023",14
"1402","Trillium",9,"00-14","09/12/2023",2
"1403","Trillium",9,"00-14","09/12/2023",6
"1404","Trillium",9,"00-14","09/12/2023",1
"1405","Trillium",9,"00-14","09/12/2023",24
"1406","Trillium",9,"15-29","09/12/2023",9
"1407","Trillium",9,"15-29","09/12/2023",1
"1408","Trillium",9,"15-29","09/12/2023",26
"1409","Trillium",9,"30-44","09/12/2023",6
"1410","Trillium",9,"30-44","09/12/2023",1
"1411","Trillium",9,"30-44","09/12/2023",28
"1412","Trillium",9,"45-59","09/12/2023",9
"1413","Trillium",9,"45-59","09/12/2023",1
"1414","Trillium",9,"45-59","09/12/2023",31
"1415","Trillium",10,"00-14","09/12/2023",14
"1416","Trillium",10,"00-14","09/12/2023",51
"1417","Trillium",10,"15-29","09/12/2023",7
"1418","Trillium",10,"15-29","09/12/2023",23
"1419","Trillium",10,"30-44","09/12/2023",4
"1420","Trillium",10,"30-44","09/12/2023",1
"1421","Trillium",10,"30-44","09/12/2023",8
"1422","Trillium",10,"45-59","09/12/2023",7
"1423","Trillium",10,"45-59","09/12/2023",6
"1424","Trillium",11,"00-14","09/12/2023",27
"1425","Trillium",11,"00-14","09/12/2023",3
"1426","Trillium",11,"00-14","09/12/2023",68
"1427","Trillium",11,"15-29","09/12/2023",25
"1428","Trillium",11,"15-29","09/12/2023",2
"1429","Trillium",11,"15-29","09/12/2023",84
"1430","Trillium",11,"30-44","09/12/2023",57
"1431","Trillium",11,"30-44","09/12/2023",1
"1432","Trillium",11,"30-44","09/12/2023",157
"1433","Trillium",11,"45-59","09/12/2023",52
"1434","Trillium",11,"45-59","09/12/2023",2
"1435","Trillium",11,"45-59","09/12/2023",6
"1436","Trillium",11,"45-59","09/12/2023",94
"1437","Trillium",12,"00-14","09/12/2023",52
"1438","Trillium",12,"00-14","09/12/2023",9
"1439","Trillium",12,"00-14","09/12/2023",93
"1440","Trillium",12,"15-29","09/12/2023",1
"1441","Trillium",12,"15-29","09/12/2023",51
"1442","Trillium",12,"15-29","09/12/2023",1
"1443","Trillium",12,"15-29","09/12/2023",6
"1444","Trillium",12,"15-29","09/12/2023",68
"1445","Trillium",12,"30-44","09/12/2023",26
"1446","Trillium",12,"30-44","09/12/2023",2
"1447","Trillium",12,"30-44","09/12/2023",5
"1448","Trillium",12,"30-44","09/12/2023",43
"1449","Trillium",12,"45-59","09/12/2023",50
"1450","Trillium",12,"45-59","09/12/2023",1
"1451","Trillium",12,"45-59","09/12/2023",7
"1452","Trillium",12,"45-59","09/12/2023",86
"1453","Trillium",13,"00-14","09/12/2023",2
"1454","Trillium",13,"00-14","09/12/2023",78
"1455","Trillium",13,"00-14","09/12/2023",3
"1456","Trillium",13,"00-14","09/12/2023",5
"1457","Trillium",13,"00-14","09/12/2023",127
"1458","Trillium",13,"15-29","09/12/2023",53
"1459","Trillium",13,"15-29","09/12/2023",2
"1460","Trillium",13,"15-29","09/12/2023",3
"1461","Trillium",13,"15-29","09/12/2023",93
"1462","Trillium",13,"30-44","09/12/2023",35
"1463","Trillium",13,"30-44","09/12/2023",2
"1464","Trillium",13,"30-44","09/12/2023",3
"1465","Trillium",13,"30-44","09/12/2023",30
"1466","Trillium",13,"45-59","09/12/2023",20
"1467","Trillium",13,"45-59","09/12/2023",4
"1468","Trillium",13,"45-59","09/12/2023",29
"1469","Trillium",14,"00-14","09/12/2023",15
"1470","Trillium",14,"00-14","09/12/2023",2
"1471","Trillium",14,"00-14","09/12/2023",27
"1472","Trillium",14,"15-29","09/12/2023",22
"1473","Trillium",14,"15-29","09/12/2023",2
"1474","Trillium",14,"15-29","09/12/2023",43
"1475","Trillium",14,"30-44","09/12/2023",15
"1476","Trillium",14,"30-44","09/12/2023",1
"1477","Trillium",14,"30-44","09/12/2023",19
"1478","Trillium",14,"45-59","09/12/2023",19
"1479","Trillium",14,"45-59","09/12/2023",2
"1480","Trillium",14,"45-59","09/12/2023",1
"1481","Trillium",14,"45-59","09/12/2023",42
"1482","Trillium",15,"00-14","09/12/2023",2
"1483","Trillium",15,"00-14","09/12/2023",2
"1484","Trillium",15,"00-14","09/12/2023",2
"1485","Trillium",7,"45-59","09/13/2023",1
"1486","Trillium",8,"00-14","09/13/2023",3
"1487","Trillium",8,"00-14","09/13/2023",1
"1488","Trillium",8,"00-14","09/13/2023",9
"1489","Trillium",8,"15-29","09/13/2023",5
"1490","Trillium",8,"15-29","09/13/2023",1
"1491","Trillium",8,"15-29","09/13/2023",33
"1492","Trillium",8,"30-44","09/13/2023",7
"1493","Trillium",8,"30-44","09/13/2023",2
"1494","Trillium",8,"30-44","09/13/2023",36
"1495","Trillium",8,"45-59","09/13/2023",8
"1496","Trillium",8,"45-59","09/13/2023",33
"1497","Trillium",9,"00-14","09/13/2023",13
"1498","Trillium",9,"00-14","09/13/2023",1
"1499","Trillium",9,"00-14","09/13/2023",2
"1500","Trillium",9,"00-14","09/13/2023",15
"1501","Trillium",9,"15-29","09/13/2023",7
"1502","Trillium",9,"15-29","09/13/2023",14
"1503","Trillium",9,"30-44","09/13/2023",6
"1504","Trillium",9,"30-44","09/13/2023",1
"1505","Trillium",9,"30-44","09/13/2023",35
"1506","Trillium",9,"45-59","09/13/2023",13
"1507","Trillium",9,"45-59","09/13/2023",1
"1508","Trillium",9,"45-59","09/13/2023",2
"1509","Trillium",9,"45-59","09/13/2023",31
"1510","Trillium",10,"00-14","09/13/2023",1
"1511","Trillium",10,"00-14","09/13/2023",16
"1512","Trillium",10,"00-14","09/13/2023",1
"1513","Trillium",10,"00-14","09/13/2023",1
"1514","Trillium",10,"00-14","09/13/2023",49
"1515","Trillium",10,"15-29","09/13/2023",16
"1516","Trillium",10,"15-29","09/13/2023",22
"1517","Trillium",10,"30-44","09/13/2023",3
"1518","Trillium",10,"30-44","09/13/2023",1
"1519","Trillium",10,"30-44","09/13/2023",3
"1520","Trillium",10,"45-59","09/13/2023",3
"1521","Trillium",10,"45-59","09/13/2023",9
"1522","Trillium",11,"00-14","09/13/2023",1
"1523","Trillium",11,"00-14","09/13/2023",40
"1524","Trillium",11,"00-14","09/13/2023",1
"1525","Trillium",11,"00-14","09/13/2023",104
"1526","Trillium",11,"15-29","09/13/2023",29
"1527","Trillium",11,"15-29","09/13/2023",2
"1528","Trillium",11,"15-29","09/13/2023",83
"1529","Trillium",11,"30-44","09/13/2023",29
"1530","Trillium",11,"30-44","09/13/2023",1
"1531","Trillium",11,"30-44","09/13/2023",3
"1532","Trillium",11,"30-44","09/13/2023",95
"1533","Trillium",11,"45-59","09/13/2023",40
"1534","Trillium",11,"45-59","09/13/2023",1
"1535","Trillium",11,"45-59","09/13/2023",7
"1536","Trillium",11,"45-59","09/13/2023",58
"1537","Trillium",12,"00-14","09/13/2023",50
"1538","Trillium",12,"00-14","09/13/2023",12
"1539","Trillium",12,"00-14","09/13/2023",101
"1540","Trillium",12,"15-29","09/13/2023",59
"1541","Trillium",12,"15-29","09/13/2023",15
"1542","Trillium",12,"15-29","09/13/2023",118
"1543","Trillium",12,"30-44","09/13/2023",1
"1544","Trillium",12,"30-44","09/13/2023",53
"1545","Trillium",12,"30-44","09/13/2023",2
"1546","Trillium",12,"30-44","09/13/2023",8
"1547","Trillium",12,"30-44","09/13/2023",84
"1548","Trillium",12,"45-59","09/13/2023",43
"1549","Trillium",12,"45-59","09/13/2023",1
"1550","Trillium",12,"45-59","09/13/2023",10
"1551","Trillium",12,"45-59","09/13/2023",57
"1552","Trillium",13,"00-14","09/13/2023",46
"1553","Trillium",13,"00-14","09/13/2023",2
"1554","Trillium",13,"00-14","09/13/2023",4
"1555","Trillium",13,"00-14","09/13/2023",91
"1556","Trillium",13,"15-29","09/13/2023",1
"1557","Trillium",13,"15-29","09/13/2023",54
"1558","Trillium",13,"15-29","09/13/2023",1
"1559","Trillium",13,"15-29","09/13/2023",6
"1560","Trillium",13,"15-29","09/13/2023",95
"1561","Trillium",13,"30-44","09/13/2023",25
"1562","Trillium",13,"30-44","09/13/2023",5
"1563","Trillium",13,"30-44","09/13/2023",35
"1564","Trillium",13,"45-59","09/13/2023",1
"1565","Trillium",13,"45-59","09/13/2023",20
"1566","Trillium",13,"45-59","09/13/2023",4
"1567","Trillium",13,"45-59","09/13/2023",22
"1568","Trillium",14,"00-14","09/13/2023",25
"1569","Trillium",14,"00-14","09/13/2023",1
"1570","Trillium",14,"00-14","09/13/2023",3
"1571","Trillium",14,"00-14","09/13/2023",16
"1572","Trillium",14,"15-29","09/13/2023",17
"1573","Trillium",14,"15-29","09/13/2023",1
"1574","Trillium",14,"15-29","09/13/2023",49
"1575","Trillium",14,"30-44","09/13/2023",17
"1576","Trillium",14,"30-44","09/13/2023",2
"1577","Trillium",14,"30-44","09/13/2023",39
"1578","Trillium",14,"45-59","09/13/2023",11
"1579","Trillium",14,"45-59","09/13/2023",4
"1580","Trillium",14,"45-59","09/13/2023",54
"1581","Trillium",7,"45-59","09/14/2023",3
"1582","Trillium",8,"00-14","09/14/2023",2
"1583","Trillium",8,"00-14","09/14/2023",2
"1584","Trillium",8,"00-14","09/14/2023",11
"1585","Trillium",8,"15-29","09/14/2023",8
"1586","Trillium",8,"15-29","09/14/2023",1
"1587","Trillium",8,"15-29","09/14/2023",8
"1588","Trillium",8,"30-44","09/14/2023",6
"1589","Trillium",8,"30-44","09/14/2023",4
"1590","Trillium",8,"30-44","09/14/2023",17
"1591","Trillium",8,"45-59","09/14/2023",7
"1592","Trillium",8,"45-59","09/14/2023",2
"1593","Trillium",8,"45-59","09/14/2023",19
"1594","Trillium",9,"00-14","09/14/2023",5
"1595","Trillium",9,"00-14","09/14/2023",9
"1596","Trillium",9,"00-14","09/14/2023",1
"1597","Trillium",9,"00-14","09/14/2023",18
"1598","Trillium",9,"15-29","09/14/2023",11
"1599","Trillium",9,"15-29","09/14/2023",16
"1600","Trillium",9,"30-44","09/14/2023",10
"1601","Trillium",9,"30-44","09/14/2023",24
"1602","Trillium",9,"45-59","09/14/2023",9
"1603","Trillium",9,"45-59","09/14/2023",1
"1604","Trillium",9,"45-59","09/14/2023",33
"1605","Trillium",10,"00-14","09/14/2023",16
"1606","Trillium",10,"00-14","09/14/2023",1
"1607","Trillium",10,"00-14","09/14/2023",2
"1608","Trillium",10,"00-14","09/14/2023",39
"1609","Trillium",10,"15-29","09/14/2023",10
"1610","Trillium",10,"15-29","09/14/2023",1
"1611","Trillium",10,"15-29","09/14/2023",12
"1612","Trillium",10,"30-44","09/14/2023",1
"1613","Trillium",10,"30-44","09/14/2023",2
"1614","Trillium",10,"30-44","09/14/2023",2
"1615","Trillium",10,"45-59","09/14/2023",3
"1616","Trillium",10,"45-59","09/14/2023",1
"1617","Trillium",10,"45-59","09/14/2023",6
"1618","Trillium",11,"00-14","09/14/2023",33
"1619","Trillium",11,"00-14","09/14/2023",1
"1620","Trillium",11,"00-14","09/14/2023",55
"1621","Trillium",11,"15-29","09/14/2023",37
"1622","Trillium",11,"15-29","09/14/2023",1
"1623","Trillium",11,"15-29","09/14/2023",2
"1624","Trillium",11,"15-29","09/14/2023",72
"1625","Trillium",11,"30-44","09/14/2023",55
"1626","Trillium",11,"30-44","09/14/2023",2
"1627","Trillium",11,"30-44","09/14/2023",5
"1628","Trillium",11,"30-44","09/14/2023",154
"1629","Trillium",11,"45-59","09/14/2023",40
"1630","Trillium",11,"45-59","09/14/2023",2
"1631","Trillium",11,"45-59","09/14/2023",3
"1632","Trillium",11,"45-59","09/14/2023",98
"1633","Trillium",12,"00-14","09/14/2023",42
"1634","Trillium",12,"00-14","09/14/2023",4
"1635","Trillium",12,"00-14","09/14/2023",62
"1636","Trillium",12,"15-29","09/14/2023",40
"1637","Trillium",12,"15-29","09/14/2023",19
"1638","Trillium",12,"15-29","09/14/2023",93
"1639","Trillium",12,"30-44","09/14/2023",3
"1640","Trillium",12,"30-44","09/14/2023",30
"1641","Trillium",12,"30-44","09/14/2023",9
"1642","Trillium",12,"30-44","09/14/2023",59
"1643","Trillium",12,"45-59","09/14/2023",47
"1644","Trillium",12,"45-59","09/14/2023",1
"1645","Trillium",12,"45-59","09/14/2023",8
"1646","Trillium",12,"45-59","09/14/2023",107
"1647","Trillium",13,"00-14","09/14/2023",1
"1648","Trillium",13,"00-14","09/14/2023",68
"1649","Trillium",13,"00-14","09/14/2023",4
"1650","Trillium",13,"00-14","09/14/2023",127
"1651","Trillium",13,"15-29","09/14/2023",49
"1652","Trillium",13,"15-29","09/14/2023",2
"1653","Trillium",13,"15-29","09/14/2023",1
"1654","Trillium",13,"15-29","09/14/2023",105
"1655","Trillium",13,"30-44","09/14/2023",22
"1656","Trillium",13,"30-44","09/14/2023",6
"1657","Trillium",13,"30-44","09/14/2023",49
"1658","Trillium",13,"45-59","09/14/2023",1
"1659","Trillium",13,"45-59","09/14/2023",20
"1660","Trillium",13,"45-59","09/14/2023",5
"1661","Trillium",13,"45-59","09/14/2023",31
"1662","Trillium",14,"00-14","09/14/2023",16
"1663","Trillium",14,"00-14","09/14/2023",4
"1664","Trillium",14,"00-14","09/14/2023",18
"1665","Trillium",14,"15-29","09/14/2023",17
"1666","Trillium",14,"15-29","09/14/2023",31
"1667","Trillium",14,"30-44","09/14/2023",16
"1668","Trillium",14,"30-44","09/14/2023",1
"1669","Trillium",14,"30-44","09/14/2023",4
"1670","Trillium",14,"30-44","09/14/2023",33
"1671","Trillium",14,"45-59","09/14/2023",16
"1672","Trillium",14,"45-59","09/14/2023",1
"1673","Trillium",14,"45-59","09/14/2023",25
"1674","Trillium",15,"00-14","09/14/2023",2
"1675","Trillium",15,"00-14","09/14/2023",1
"1676","Trillium",7,"45-59","09/15/2023",1
"1677","Trillium",8,"00-14","09/15/2023",1
"1678","Trillium",8,"00-14","09/15/2023",10
"1679","Trillium",8,"15-29","09/15/2023",1
"1680","Trillium",8,"15-29","09/15/2023",7
"1681","Trillium",8,"15-29","09/15/2023",2
"1682","Trillium",8,"15-29","09/15/2023",5
"1683","Trillium",8,"30-44","09/15/2023",4
"1684","Trillium",8,"30-44","09/15/2023",11
"1685","Trillium",8,"30-44","09/15/2023",3
"1686","Trillium",8,"30-44","09/15/2023",18
"1687","Trillium",8,"45-59","09/15/2023",5
"1688","Trillium",8,"45-59","09/15/2023",9
"1689","Trillium",8,"45-59","09/15/2023",3
"1690","Trillium",8,"45-59","09/15/2023",27
"1691","Trillium",9,"00-14","09/15/2023",9
"1692","Trillium",9,"00-14","09/15/2023",1
"1693","Trillium",9,"00-14","09/15/2023",21
"1694","Trillium",9,"15-29","09/15/2023",8
"1695","Trillium",9,"15-29","09/15/2023",1
"1696","Trillium",9,"15-29","09/15/2023",1
"1697","Trillium",9,"15-29","09/15/2023",12
"1698","Trillium",9,"30-44","09/15/2023",3
"1699","Trillium",9,"30-44","09/15/2023",24
"1700","Trillium",9,"45-59","09/15/2023",11
"1701","Trillium",9,"45-59","09/15/2023",1
"1702","Trillium",9,"45-59","09/15/2023",31
"1703","Trillium",10,"00-14","09/15/2023",7
"1704","Trillium",10,"00-14","09/15/2023",2
"1705","Trillium",10,"00-14","09/15/2023",32
"1706","Trillium",10,"15-29","09/15/2023",6
"1707","Trillium",10,"15-29","09/15/2023",3
"1708","Trillium",10,"15-29","09/15/2023",16
"1709","Trillium",10,"30-44","09/15/2023",3
"1710","Trillium",10,"30-44","09/15/2023",1
"1711","Trillium",10,"45-59","09/15/2023",2
"1712","Trillium",10,"45-59","09/15/2023",6
"1713","Trillium",11,"00-14","09/15/2023",30
"1714","Trillium",11,"00-14","09/15/2023",1
"1715","Trillium",11,"00-14","09/15/2023",70
"1716","Trillium",11,"15-29","09/15/2023",25
"1717","Trillium",11,"15-29","09/15/2023",3
"1718","Trillium",11,"15-29","09/15/2023",77
"1719","Trillium",11,"30-44","09/15/2023",1
"1720","Trillium",11,"30-44","09/15/2023",18
"1721","Trillium",11,"30-44","09/15/2023",1
"1722","Trillium",11,"30-44","09/15/2023",38
"1723","Trillium",11,"45-59","09/15/2023",1
"1724","Trillium",11,"45-59","09/15/2023",33
"1725","Trillium",11,"45-59","09/15/2023",8
"1726","Trillium",11,"45-59","09/15/2023",38
"1727","Trillium",12,"00-14","09/15/2023",1
"1728","Trillium",12,"00-14","09/15/2023",43
"1729","Trillium",12,"00-14","09/15/2023",11
"1730","Trillium",12,"00-14","09/15/2023",82
"1731","Trillium",12,"15-29","09/15/2023",9
"1732","Trillium",12,"15-29","09/15/2023",49
"1733","Trillium",12,"15-29","09/15/2023",1
"1734","Trillium",12,"15-29","09/15/2023",5
"1735","Trillium",12,"15-29","09/15/2023",103
"1736","Trillium",12,"30-44","09/15/2023",3
"1737","Trillium",12,"30-44","09/15/2023",42
"1738","Trillium",12,"30-44","09/15/2023",1
"1739","Trillium",12,"30-44","09/15/2023",6
"1740","Trillium",12,"30-44","09/15/2023",89
"1741","Trillium",12,"45-59","09/15/2023",2
"1742","Trillium",12,"45-59","09/15/2023",35
"1743","Trillium",12,"45-59","09/15/2023",1
"1744","Trillium",12,"45-59","09/15/2023",4
"1745","Trillium",12,"45-59","09/15/2023",51
"1746","Trillium",13,"00-14","09/15/2023",34
"1747","Trillium",13,"00-14","09/15/2023",2
"1748","Trillium",13,"00-14","09/15/2023",46
"1749","Trillium",13,"15-29","09/15/2023",28
"1750","Trillium",13,"15-29","09/15/2023",1
"1751","Trillium",13,"15-29","09/15/2023",2
"1752","Trillium",13,"15-29","09/15/2023",66
"1753","Trillium",13,"30-44","09/15/2023",30
"1754","Trillium",13,"30-44","09/15/2023",1
"1755","Trillium",13,"30-44","09/15/2023",4
"1756","Trillium",13,"30-44","09/15/2023",56
"1757","Trillium",13,"45-59","09/15/2023",14
"1758","Trillium",13,"45-59","09/15/2023",4
"1759","Trillium",13,"45-59","09/15/2023",26
"1760","Trillium",14,"00-14","09/15/2023",4
"1761","Trillium",14,"00-14","09/15/2023",1
"1762","Trillium",14,"00-14","09/15/2023",9
"1763","Trillium",7,"45-59","09/18/2023",1
"1764","Trillium",8,"00-14","09/18/2023",4
"1765","Trillium",8,"00-14","09/18/2023",6
"1766","Trillium",8,"15-29","09/18/2023",4
"1767","Trillium",8,"15-29","09/18/2023",1
"1768","Trillium",8,"15-29","09/18/2023",28
"1769","Trillium",8,"30-44","09/18/2023",8
"1770","Trillium",8,"30-44","09/18/2023",27
"1771","Trillium",8,"45-59","09/18/2023",7
"1772","Trillium",8,"45-59","09/18/2023",2
"1773","Trillium",8,"45-59","09/18/2023",27
"1774","Trillium",9,"00-14","09/18/2023",10
"1775","Trillium",9,"00-14","09/18/2023",5
"1776","Trillium",9,"00-14","09/18/2023",18
"1777","Trillium",9,"15-29","09/18/2023",10
"1778","Trillium",9,"15-29","09/18/2023",2
"1779","Trillium",9,"15-29","09/18/2023",2
"1780","Trillium",9,"15-29","09/18/2023",20
"1781","Trillium",9,"30-44","09/18/2023",8
"1782","Trillium",9,"30-44","09/18/2023",2
"1783","Trillium",9,"30-44","09/18/2023",27
"1784","Trillium",9,"45-59","09/18/2023",7
"1785","Trillium",9,"45-59","09/18/2023",1
"1786","Trillium",9,"45-59","09/18/2023",18
"1787","Trillium",10,"00-14","09/18/2023",15
"1788","Trillium",10,"00-14","09/18/2023",2
"1789","Trillium",10,"00-14","09/18/2023",27
"1790","Trillium",10,"15-29","09/18/2023",9
"1791","Trillium",10,"15-29","09/18/2023",1
"1792","Trillium",10,"15-29","09/18/2023",21
"1793","Trillium",10,"30-44","09/18/2023",1
"1794","Trillium",10,"30-44","09/18/2023",2
"1795","Trillium",10,"45-59","09/18/2023",3
"1796","Trillium",10,"45-59","09/18/2023",1
"1797","Trillium",10,"45-59","09/18/2023",1
"1798","Trillium",10,"45-59","09/18/2023",4
"1799","Trillium",11,"00-14","09/18/2023",26
"1800","Trillium",11,"00-14","09/18/2023",1
"1801","Trillium",11,"00-14","09/18/2023",1
"1802","Trillium",11,"00-14","09/18/2023",103
"1803","Trillium",11,"15-29","09/18/2023",40
"1804","Trillium",11,"15-29","09/18/2023",1
"1805","Trillium",11,"15-29","09/18/2023",85
"1806","Trillium",11,"30-44","09/18/2023",40
"1807","Trillium",11,"30-44","09/18/2023",8
"1808","Trillium",11,"30-44","09/18/2023",73
"1809","Trillium",11,"45-59","09/18/2023",36
"1810","Trillium",11,"45-59","09/18/2023",2
"1811","Trillium",11,"45-59","09/18/2023",4
"1812","Trillium",11,"45-59","09/18/2023",44
"1813","Trillium",12,"00-14","09/18/2023",2
"1814","Trillium",12,"00-14","09/18/2023",41
"1815","Trillium",12,"00-14","09/18/2023",2
"1816","Trillium",12,"00-14","09/18/2023",5
"1817","Trillium",12,"00-14","09/18/2023",79
"1818","Trillium",12,"15-29","09/18/2023",2
"1819","Trillium",12,"15-29","09/18/2023",55
"1820","Trillium",12,"15-29","09/18/2023",1
"1821","Trillium",12,"15-29","09/18/2023",10
"1822","Trillium",12,"15-29","09/18/2023",122
"1823","Trillium",12,"30-44","09/18/2023",3
"1824","Trillium",12,"30-44","09/18/2023",38
"1825","Trillium",12,"30-44","09/18/2023",2
"1826","Trillium",12,"30-44","09/18/2023",9
"1827","Trillium",12,"30-44","09/18/2023",67
"1828","Trillium",12,"45-59","09/18/2023",35
"1829","Trillium",12,"45-59","09/18/2023",6
"1830","Trillium",12,"45-59","09/18/2023",57
"1831","Trillium",13,"00-14","09/18/2023",1
"1832","Trillium",13,"00-14","09/18/2023",47
"1833","Trillium",13,"00-14","09/18/2023",2
"1834","Trillium",13,"00-14","09/18/2023",5
"1835","Trillium",13,"00-14","09/18/2023",77
"1836","Trillium",13,"15-29","09/18/2023",53
"1837","Trillium",13,"15-29","09/18/2023",1
"1838","Trillium",13,"15-29","09/18/2023",6
"1839","Trillium",13,"15-29","09/18/2023",65
"1840","Trillium",13,"30-44","09/18/2023",30
"1841","Trillium",13,"30-44","09/18/2023",2
"1842","Trillium",13,"30-44","09/18/2023",5
"1843","Trillium",13,"30-44","09/18/2023",41
"1844","Trillium",13,"45-59","09/18/2023",13
"1845","Trillium",13,"45-59","09/18/2023",3
"1846","Trillium",13,"45-59","09/18/2023",17
"1847","Trillium",14,"00-14","09/18/2023",15
"1848","Trillium",14,"00-14","09/18/2023",1
"1849","Trillium",14,"00-14","09/18/2023",2
"1850","Trillium",14,"00-14","09/18/2023",14
"1851","Trillium",14,"15-29","09/18/2023",19
"1852","Trillium",14,"15-29","09/18/2023",1
"1853","Trillium",14,"15-29","09/18/2023",60
"1854","Trillium",14,"30-44","09/18/2023",25
"1855","Trillium",14,"30-44","09/18/2023",1
"1856","Trillium",14,"30-44","09/18/2023",36
"1857","Trillium",14,"45-59","09/18/2023",14
"1858","Trillium",14,"45-59","09/18/2023",1
"1859","Trillium",14,"45-59","09/18/2023",71
"1860","Trillium",15,"00-14","09/18/2023",2
"1861","Trillium",15,"00-14","09/18/2023",5
"1862","Trillium",8,"00-14","09/19/2023",2
"1863","Trillium",8,"00-14","09/19/2023",14
"1864","Trillium",8,"15-29","09/19/2023",6
"1865","Trillium",8,"15-29","09/19/2023",1
"1866","Trillium",8,"15-29","09/19/2023",2
"1867","Trillium",8,"15-29","09/19/2023",27
"1868","Trillium",8,"30-44","09/19/2023",7
"1869","Trillium",8,"30-44","09/19/2023",1
"1870","Trillium",8,"30-44","09/19/2023",2
"1871","Trillium",8,"30-44","09/19/2023",31
"1872","Trillium",8,"45-59","09/19/2023",1
"1873","Trillium",8,"45-59","09/19/2023",7
"1874","Trillium",8,"45-59","09/19/2023",1
"1875","Trillium",8,"45-59","09/19/2023",4
"1876","Trillium",8,"45-59","09/19/2023",19
"1877","Trillium",9,"00-14","09/19/2023",5
"1878","Trillium",9,"00-14","09/19/2023",1
"1879","Trillium",9,"00-14","09/19/2023",21
"1880","Trillium",9,"15-29","09/19/2023",2
"1881","Trillium",9,"15-29","09/19/2023",11
"1882","Trillium",9,"15-29","09/19/2023",1
"1883","Trillium",9,"15-29","09/19/2023",20
"1884","Trillium",9,"30-44","09/19/2023",12
"1885","Trillium",9,"30-44","09/19/2023",3
"1886","Trillium",9,"30-44","09/19/2023",27
"1887","Trillium",9,"45-59","09/19/2023",17
"1888","Trillium",9,"45-59","09/19/2023",35
"1889","Trillium",10,"00-14","09/19/2023",19
"1890","Trillium",10,"00-14","09/19/2023",2
"1891","Trillium",10,"00-14","09/19/2023",1
"1892","Trillium",10,"00-14","09/19/2023",33
"1893","Trillium",10,"15-29","09/19/2023",5
"1894","Trillium",10,"15-29","09/19/2023",15
"1895","Trillium",10,"30-44","09/19/2023",8
"1896","Trillium",10,"30-44","09/19/2023",9
"1897","Trillium",10,"45-59","09/19/2023",5
"1898","Trillium",10,"45-59","09/19/2023",1
"1899","Trillium",10,"45-59","09/19/2023",3
"1900","Trillium",10,"45-59","09/19/2023",7
"1901","Trillium",11,"00-14","09/19/2023",26
"1902","Trillium",11,"00-14","09/19/2023",2
"1903","Trillium",11,"00-14","09/19/2023",68
"1904","Trillium",11,"15-29","09/19/2023",40
"1905","Trillium",11,"15-29","09/19/2023",2
"1906","Trillium",11,"15-29","09/19/2023",109
"1907","Trillium",11,"30-44","09/19/2023",49
"1908","Trillium",11,"30-44","09/19/2023",3
"1909","Trillium",11,"30-44","09/19/2023",2
"1910","Trillium",11,"30-44","09/19/2023",141
"1911","Trillium",11,"45-59","09/19/2023",44
"1912","Trillium",11,"45-59","09/19/2023",6
"1913","Trillium",11,"45-59","09/19/2023",69
"1914","Trillium",12,"00-14","09/19/2023",43
"1915","Trillium",12,"00-14","09/19/2023",15
"1916","Trillium",12,"00-14","09/19/2023",79
"1917","Trillium",12,"15-29","09/19/2023",49
"1918","Trillium",12,"15-29","09/19/2023",6
"1919","Trillium",12,"15-29","09/19/2023",69
"1920","Trillium",12,"30-44","09/19/2023",39
"1921","Trillium",12,"30-44","09/19/2023",1
"1922","Trillium",12,"30-44","09/19/2023",3
"1923","Trillium",12,"30-44","09/19/2023",57
"1924","Trillium",12,"45-59","09/19/2023",31
"1925","Trillium",12,"45-59","09/19/2023",1
"1926","Trillium",12,"45-59","09/19/2023",6
"1927","Trillium",12,"45-59","09/19/2023",104
"1928","Trillium",13,"00-14","09/19/2023",68
"1929","Trillium",13,"00-14","09/19/2023",1
"1930","Trillium",13,"00-14","09/19/2023",1
"1931","Trillium",13,"00-14","09/19/2023",128
"1932","Trillium",13,"15-29","09/19/2023",61
"1933","Trillium",13,"15-29","09/19/2023",4
"1934","Trillium",13,"15-29","09/19/2023",5
"1935","Trillium",13,"15-29","09/19/2023",76
"1936","Trillium",13,"30-44","09/19/2023",32
"1937","Trillium",13,"30-44","09/19/2023",2
"1938","Trillium",13,"30-44","09/19/2023",3
"1939","Trillium",13,"30-44","09/19/2023",45
"1940","Trillium",13,"45-59","09/19/2023",23
"1941","Trillium",13,"45-59","09/19/2023",1
"1942","Trillium",13,"45-59","09/19/2023",3
"1943","Trillium",13,"45-59","09/19/2023",22
"1944","Trillium",14,"00-14","09/19/2023",14
"1945","Trillium",14,"00-14","09/19/2023",1
